,Unnamed: 0,abv,ibu,id,name,style,brewery_id,ounces,rating
588,588,0.045,,2016,Englishman,English Brown Ale,250,16.0,2.4414529672879355
589,589,0.08,69.0,2080,8 Barrel,American Strong Ale,226,16.0,0.05061209382257015
590,590,0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,226,16.0,0.8085125324466619
591,591,0.057,58.0,2380,IPA #11,American IPA,121,16.0,1.1647809034989192
592,592,0.057,10.0,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16.0,4.398285827293843
593,593,0.052,,2354,Lighthouse Amber,Altbier,121,16.0,2.2435681533055867
594,594,0.089,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,2.1113410015737406
595,595,0.049,29.0,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.0,0.3932368270882214
596,596,0.05,,1342,First Press,Cider,425,12.0,2.154639978481192
597,597,0.05,,1341,Magic Apple,Cider,425,12.0,3.137784787330112
598,598,0.055,25.0,2349,Cubano Espresso,Bock,141,12.0,1.4774269894596315
599,599,0.062,65.0,2014,Operation Homefront,American IPA,141,12.0,0.6100739260304533
600,600,0.0819999999999999,65.0,2013,Wandering Pelican,American Black Ale,141,12.0,3.14126540605594
601,601,0.055,,2012,Sugar Plum,American Brown Ale,141,12.0,2.3800510459919595
602,602,0.055,,2011,Oktoberfest,Märzen / Oktoberfest,141,12.0,3.9546123851746113
603,603,0.06,,2010,Puppy's Breath Porter,American Porter,141,12.0,1.9963804404775036
604,604,0.045,,2009,Happening Now,American IPA,141,12.0,0.7453264734102066
605,605,0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,4.413452195904049
606,606,0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,4.906324618574528
607,607,0.063,,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12.0,2.0361911191845596
608,608,0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,4.166017902773749
609,609,0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,0.5218409187769008
610,610,0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,1.8280070801628394
611,611,0.055,,1369,Gwar Beer,American Pale Ale (APA),141,12.0,3.735057266273631
612,612,0.052,,1243,Tropical Heatwave,American Pale Wheat Ale,141,16.0,1.5666046518761856
613,613,0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,141,12.0,1.5366285197645664
614,614,0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,1.0977880150223802
615,615,0.08,65.0,1140,José Martí American Porter,American Porter,141,12.0,0.18561462369006854
616,616,0.05,,1139,Invasion Pale Ale,American Pale Ale (APA),141,12.0,1.572448080369091
617,617,0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,141,12.0,2.2995611030917225
618,618,0.055,25.0,571,Maduro Brown Ale,American Brown Ale,141,12.0,4.297345613761065
619,619,0.05,,570,Hotter Than Helles Lager,Munich Helles Lager,141,12.0,1.2746715962429478
620,620,0.072,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,4.698800778176525
621,621,0.075,70.0,546,Jai Alai IPA,American IPA,141,12.0,0.40127173204184075
622,622,0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,141,12.0,2.328288957442025
623,623,0.048,,2338,Shark Tracker Light lager,Light Lager,145,12.0,4.983662982883167
624,624,0.06,,1365,Pumple Drumkin,Pumpkin Ale,145,12.0,2.1413741872209218
625,625,0.045,,1094,Grey Lady,Witbier,145,12.0,0.893378645570389
626,626,0.062,,657,Summer of Lager,Munich Helles Lager,145,12.0,0.620547540427015
627,627,0.065,,656,Indie Pale Ale,American IPA,145,12.0,3.7841219646569533
628,628,0.038,,359,Sankaty Light Lager,Light Lager,145,12.0,0.8136452737575334
629,629,0.0559999999999999,,56,Whale's Tale Pale Ale,English Pale Ale,145,12.0,1.8884757983852651
630,630,0.067,60.0,1772,Jacaranada Rye IPA,American IPA,320,16.0,0.3157700208657066
631,631,0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,418,12.0,3.337351224054724
632,632,0.044,13.0,893,Wheat the People,American Pale Wheat Ale,418,16.0,2.2448094754509635
633,633,0.047,17.0,1407,Tybee Island Blonde,American Blonde Ale,415,12.0,3.054685358336455
634,634,0.062,55.0,1406,Savannah Brown Ale,American Brown Ale,415,12.0,1.6214379152360825
635,635,0.046,11.0,2438,Rhode Island Blueberry,Kölsch,101,12.0,1.2233354290245568
636,636,0.065,75.0,2437,Newport Storm IPA,American IPA,101,12.0,3.7634338561898755
637,637,0.052,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0,3.0103680543076567
638,638,0.052,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.0,1.4424522334821415
639,639,0.0579999999999999,,2061,Big Blue Van,Fruit / Vegetable Beer,232,16.0,4.7172050369457965
640,640,0.068,75.0,970,Des Moines IPA,American IPA,482,16.0,0.6616363458006297
641,641,0.048,22.0,969,Capital Gold Golden Lager,German Pilsener,482,16.0,1.890709382994464
642,642,0.0559999999999999,21.0,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0,4.722016595817885
643,643,0.05,,2351,Behemoth,American Pilsner,139,12.0,3.527183836014776
644,644,0.052,,1650,Arkansas Red,American Amber / Red Ale,139,12.0,2.8912804773223084
645,645,0.057,,1337,Core Oatmeal Stout,Oatmeal Stout,139,12.0,3.5720382006554914
646,646,0.061,,1336,Core ESB,Extra Special / Strong Bitter (ESB),139,12.0,3.733986754700834
647,647,0.038,,737,Chester's Beer (2005),American Pale Lager,512,12.0,3.2384876775699034
648,648,0.05,,129,Heiner Brau Kölsch,Kölsch,553,12.0,0.508502543459855
649,649,0.048,,716,Trigger Blonde Ale,American Blonde Ale,515,16.0,4.36541101681491
650,650,0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,0.9626068437653179
651,651,0.077,71.0,556,Eclipse Black IPA,American Black Ale,515,16.0,4.402270152529712
652,652,0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,1.6251412766623274
653,653,0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,3.158939171359461
654,654,0.059,,1689,Snowcat Coffee Stout,American Stout,63,12.0,4.428266983759097
655,655,,,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12.0,4.199630547521311
656,656,,,940,Boohai Red Ale,American Amber / Red Ale,63,12.0,4.443453952749078
657,657,0.052,15.0,685,Lava Lake Wit,Witbier,63,12.0,4.357023833314095
658,658,0.06,,613,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12.0,4.894493964218844
659,659,0.052,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,4.545808640599918
660,660,0.065,65.0,2029,Tropicalia,American IPA,247,12.0,1.8803959736932159
661,661,0.045,,2028,Athena,Berliner Weissbier,247,12.0,4.352982844401852
662,662,0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.0,1.8116347669477584
663,663,0.055,,1105,3 Picket Porter,American Porter,169,12.0,1.1585683650490024
664,664,0.0559999999999999,,1104,Rusty Nail Pale Ale,American Pale Ale (APA),169,12.0,2.373551182023703
665,665,0.065,,2145,Red Water Irish Style Red,American Amber / Red Ale,212,12.0,4.131303893952853
666,666,0.066,,1804,Mjöllnir,Herbed / Spiced Beer,212,12.0,4.828105859868651
667,667,0.055,,1602,Bear Butte Nut Brown Ale,American Brown Ale,212,12.0,3.379163588217337
668,668,0.045,,1301,Easy Livin' Summer Ale,American Blonde Ale,212,12.0,4.243412088539357
669,669,0.055,,542,Canyon Cream Ale,Cream Ale,212,12.0,3.4574733577727432
670,670,0.069,,272,Pile O'Dirt Porter,American Porter,212,12.0,3.5752141632000463
671,671,0.06,,271,11th Hour IPA,American IPA,212,12.0,0.2935562315266793
672,672,0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,0.8234199417193133
673,673,0.052,23.0,681,Summertime Ale,Kölsch,472,16.0,0.30376760248403356
674,674,0.049,,1789,Lost River Blonde Ale,American Blonde Ale,315,16.0,2.866558309584084
675,675,0.054,,1788,Monon Wheat,Witbier,315,16.0,3.558641051067373
676,676,0.08,,1787,Floyd's Folly,Scottish Ale,315,16.0,3.6406291552100125
677,677,0.063,,1786,Half Court IPA,American IPA,315,16.0,4.342229689877305
678,678,0.045,,1763,Geary's Pale Ale,English Pale Ale,323,12.0,3.0102364110986093
679,679,0.06,,1311,Geary's Summer Ale,Kölsch,323,12.0,0.20574543017532698
680,680,0.08,,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12.0,3.71176064769922
681,681,0.05,15.0,1809,The Tradition,American Blonde Ale,227,12.0,1.2425216553218794
682,682,0.053,11.0,1263,El Hefe Speaks,Hefeweizen,227,12.0,2.0580336145704474
683,683,0.055,,1092,Penn Quarter Porter,American Porter,227,12.0,0.5985425593731258
684,684,0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,2.9082038418367446
685,685,0.065,80.0,186,The Corruption,American IPA,227,12.0,1.7803152893012397
686,686,0.07,,185,The Citizen,Belgian Pale Ale,227,12.0,0.8807954352459718
687,687,0.06,,184,The Public,American Pale Ale (APA),227,12.0,2.207216191927279
688,688,0.065,,1224,Dank IPA,American IPA,451,16.0,4.868335372657438
689,689,0.065,,964,Dank IPA (2012),American IPA,451,16.0,1.8208573414456453
690,690,0.072,,1623,Lift Off IPA,American IPA,358,16.0,4.231531490420473
691,691,0.055,,110,BrewFarm Select Golden Lager,American Pale Lager,554,12.0,4.067961130132534
692,692,0.05,,1735,Sprocket Blonde Ale (2006),American Blonde Ale,333,12.0,3.446126303928004
693,693,0.05,,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12.0,4.163262024748973
694,694,0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0,3.697608950424802
695,695,0.06,,2371,Neato Bandito,Euro Pale Lager,127,12.0,3.622188828855627
696,696,0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.0,0.2266687295606068
697,697,0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0,2.9543132068745717
698,698,0.06,,1827,Deep Ellum Pale Ale,American Pale Ale (APA),127,12.0,1.482322890209114
699,699,0.07,,1203,Double Brown Stout,Baltic Porter,127,12.0,3.299620949276651
700,700,0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0,4.651415013448266
701,701,0.046,,1161,Rye Pils Session Lager,German Pilsener,127,12.0,3.981466565521648
702,702,0.052,23.0,946,Dallas Blonde,American Blonde Ale,127,12.0,4.572064860706072
703,703,0.07,70.0,943,Deep Ellum IPA,American IPA,127,12.0,3.0202208904061334
704,704,0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,2.625282611888583
705,705,0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,1.577122665171392
706,706,0.059,55.0,1213,Chuli Stout,Irish Dry Stout,453,12.0,3.2920427581107106
707,707,0.0559999999999999,46.0,1159,Mother Ale,American Blonde Ale,453,12.0,1.8990440566707383
708,708,0.065,71.0,947,Twister Creek India Pale Ale,American IPA,453,12.0,1.9504082093471675
709,709,0.0579999999999999,46.0,929,Single Engine Red,Irish Red Ale,453,12.0,2.877119482853056
710,710,0.07,,1944,Incredible Pedal IPA,American IPA,263,12.0,4.469173429649361
711,711,0.05,,1943,Graham Cracker Porter,American Porter,263,12.0,3.54860137458605
712,712,0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,4.086617912867466
713,713,0.052,16.0,2550,Weissenheimer,Hefeweizen,57,12.0,0.09220329365105029
714,714,0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,1.9513155734976784
715,715,0.063,76.0,2025,Vertex IPA,American IPA,57,12.0,4.58697731665967
716,716,0.05,12.0,2021,Here Gose Nothin',Gose,57,12.0,1.263767936294053
717,717,0.05,,2015,Strawberry Blonde,Fruit / Vegetable Beer,57,12.0,2.620175666367594
718,718,0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,3.0105239860799675
719,719,0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,3.304669182706324
720,720,0.044,45.0,2051,Bravo Four Point,American Pale Ale (APA),237,12.0,0.3850097343310288
721,721,0.052,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0,4.242931384863586
722,722,0.054,27.0,924,Deadicated Amber,American Amber / Red Ale,491,16.0,3.017019102878036
723,723,,,731,Kaleidoscope Collaboration 2012,American Black Ale,491,16.0,3.098562137446552
724,724,0.071,85.0,730,California Sunshine Rye IPA,American IPA,491,16.0,4.02743704639491
725,725,0.074,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0,1.0228687817734867
726,726,0.045,,1773,12 Man Pale Ale,American Pale Ale (APA),319,12.0,3.5968684383067275
727,727,0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,311,16.0,4.317729383232912
728,728,,,944,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12.0,0.2019647753598136
729,729,,,524,Dolores River Hefeweizen,Hefeweizen,531,16.0,4.456556961170175
730,730,,,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16.0,2.4435159598988694
731,731,,,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16.0,4.906104379305047
732,732,,,448,Dolores River Pale Ale,American Pale Ale (APA),531,16.0,1.8264999364495589
733,733,,,447,Dolores River Dry Stout,Irish Dry Stout,531,16.0,2.7437584873979217
734,734,,,446,Dolores River Mild,English Dark Mild Ale,531,16.0,1.5572538457067575
735,735,0.049,,1246,Cranberry Blend,Cider,446,12.0,0.4390092572268195
736,736,0.051,,977,Orignal Blend,Cider,446,12.0,3.506933639888316
737,737,0.066,100.0,881,Hop Abomination,American IPA,496,12.0,1.7801440329800233
738,738,0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.0,3.434741630035514
739,739,0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,4.886635520309432
740,740,0.0579999999999999,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,4.206198781123592
741,741,0.061,64.0,1685,Category 3 IPA,American IPA,340,12.0,1.0271287101241011
742,742,0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,3.311660097223126
743,743,0.05,,1590,Pumpkin Patch Ale,Pumpkin Ale,369,16.0,2.732102590783519
744,744,0.078,74.0,1382,Crank Yanker IPA,American IPA,369,16.0,4.9628385136697055
745,745,0.06,,1110,River Runners Pale Ale,American Pale Ale (APA),369,16.0,4.706991706674984
746,746,0.05,,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16.0,4.127951348442757
747,747,0.055,,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16.0,3.443921811585682
748,748,0.045,,680,Boater Beer,German Pilsener,369,16.0,4.746982295142295
749,749,0.078,74.0,395,Crank Yanker IPA (2011),American IPA,369,16.0,0.7793319321637426
750,750,0.057,,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,16.0,3.1054991279270032
751,751,0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.0,0.946919553985463
752,752,0.07,,1107,Nut Sack Imperial Brown Ale,American Brown Ale,465,12.0,1.776424592257431
753,753,0.05,,1039,Underachiever,American Adjunct Lager,473,16.0,2.588070179769009
754,754,0.052,,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,12.0,4.502558359631178
755,755,0.052,,2008,Element 29,American Pale Ale (APA),81,12.0,0.5709695435767631
756,756,0.05,,2004,Hop Syndrome,American Pale Lager,81,12.0,2.190320343521726
757,757,0.062,,2003,Escape to Colorado,American IPA,81,12.0,0.9891879498626793
758,758,0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,170,12.0,3.757665045648877
759,759,0.062,80.0,1504,Country Boy IPA,American IPA,170,12.0,3.7162866199325713
760,760,0.049,23.0,2604,Blonde Czich,American Blonde Ale,26,16.0,4.343062288507689
761,761,0.07,61.0,2432,White Reaper,Belgian IPA,26,16.0,4.165321913167042
762,762,0.051,,2431,Bobblehead,American Pale Wheat Ale,26,16.0,0.03760013324314415
763,763,0.052,,2430,Lucky Dog,American Pale Ale (APA),26,16.0,0.6476517925186098
764,764,0.048,,2429,Voodoo,American Porter,26,16.0,3.888459496847384
765,765,0.054,48.0,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,2.034732958750819
766,766,0.04,,2283,Nomader Weiss,Berliner Weissbier,173,12.0,2.98055880280649
767,767,0.085,,2248,Molotov Lite,American Double / Imperial IPA,173,16.0,4.329833608852871
768,768,0.055,,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,12.0,0.4592545854057106
769,769,0.027,,1286,Bikini Beer,American IPA,173,12.0,1.9178182370508212
770,770,0.055,,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,12.0,2.362213746612714
771,771,0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,0.4588274118458058
772,772,0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,335,12.0,2.4324082662025424
773,773,0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,0.4923139517606012
774,774,0.063,55.0,2089,Trail Head,American Pale Ale (APA),224,12.0,1.5674122845216716
775,775,0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,3.37906070794694
776,776,0.07,58.0,1455,Sudice American Stout,American Stout,405,16.0,2.7549658163587947
777,777,0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,3.3807781667767287
778,778,0.05,20.0,1453,Norns Roggenbier,Roggenbier,405,16.0,1.859051523437973
779,779,0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,0.5618773752823925
780,780,0.07,70.0,1451,Moirai India Pale Ale,American IPA,405,16.0,2.20187105033163
781,781,0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,201,16.0,1.2652865279624477
782,782,0.046,,1731,Peaches & Cream,Fruit / Vegetable Beer,201,16.0,3.279366633891695
783,783,0.051,,1022,Quaff India Style Session Ale,American IPA,201,16.0,1.5999833827443877
784,784,0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.0,2.2589464647510455
785,785,0.069,,682,Mjolnir Imperial IPA,American Double / Imperial IPA,201,16.0,3.724310541292086
786,786,0.05,,112,Fearless Scottish Ale,Scottish Ale,201,16.0,1.3828659606124494
787,787,0.081,,2289,Mastermind,American Double / Imperial IPA,172,12.0,1.3711452989191382
788,788,0.0819999999999999,,2027,Hyzer Flip,American Double / Imperial IPA,172,16.0,1.839513200106269
789,789,0.0819999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,172,16.0,0.6184187729072599
790,790,0.055,30.0,1858,Hodad Porter,American Porter,172,16.0,0.9390435272773218
791,791,0.045,,2591,Weiss Weiss Baby,Kristalweizen,36,12.0,4.565833133845757
792,792,0.055,45.0,2590,Czech Yo Self,Czech Pilsener,36,12.0,0.6559096023131011
793,793,0.048,20.0,1968,FMB 101,Kölsch,36,12.0,0.048359702272753324
794,794,0.09,,1981,Hardcore Chimera,American Double / Imperial IPA,256,16.0,3.571866249589402
795,795,0.08,80.0,1664,Sobek & Set,American Black Ale,256,16.0,4.037323554249165
796,796,0.086,,1663,Nuclear Winter,Belgian Strong Dark Ale,256,16.0,1.2360416170451498
797,797,0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0,4.280511623158535
798,798,0.053,,941,Secret Stache Stout,American Stout,256,16.0,2.297431022885432
799,799,0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,256,16.0,0.5308472810266229
800,800,0.055,,809,Cut Throat Pale Ale,American Pale Ale (APA),256,16.0,1.5872122834766555
801,801,0.075,,481,Threadless IPA,American IPA,256,16.0,1.3167950647777882
802,802,0.055,,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16.0,4.792922670842433
803,803,0.047,,350,Golden Wing Blonde Ale,American Blonde Ale,256,16.0,2.555080509714169
804,804,0.045,47.0,2569,Easy Jack,American IPA,48,12.0,2.873004148097564
805,805,0.075,75.0,2463,Union Jack,American IPA,48,12.0,3.539907666174287
806,806,0.053,,2462,Pivo Pils,German Pilsener,48,12.0,2.3039783257019253
807,807,0.047,,1957,805 Blonde Ale,American Blonde Ale,48,12.0,2.2933011526131146
808,808,0.047,20.0,1733,805,American Blonde Ale,48,12.0,4.149403149133018
809,809,0.065,,2624,Deflator,Doppelbock,16,16.0,1.8258271194232862
810,810,0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.0,3.808152850783327
811,811,0.06,104.0,1610,Half Cycle IPA,American IPA,16,16.0,1.292299046632945
812,812,,,520,Inclined Plane Ale,American IPA,532,12.0,3.896039102597793
813,813,0.055,,2554,Moped Traveler,American Pale Ale (APA),54,16.0,4.3196819247054625
814,814,0.071,60.0,608,Snake Dog IPA,American IPA,521,12.0,4.079947668856309
815,815,0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,521,12.0,4.266813185805831
816,816,0.04,,2567,Flying Mouse 8,American Porter,50,12.0,0.8997393653162
817,817,0.07,70.0,2566,Flying Mouse 4,American IPA,50,12.0,4.947056621179881
818,818,0.078,,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12.0,3.745529128136628
819,819,0.06,,983,Backyahd IPA,American IPA,279,12.0,1.7698943050137923
820,820,0.065,,982,Raincloud Robust Porter,American Porter,279,12.0,2.861237007736605
821,821,0.045,,981,Barstool American Golden Ale,American Blonde Ale,279,12.0,4.932378325244765
822,822,0.05,18.0,2111,What the Butler Saw,Witbier,217,12.0,1.9599795054330937
823,823,0.069,65.0,2110,1916 Shore Shiver,American IPA,217,12.0,3.497708819335676
824,824,0.052,,2172,Quick WIT,Belgian Pale Ale,206,12.0,0.33195280794130144
825,825,0.062,,2171,The Optimist,American IPA,206,12.0,0.7581641984358134
826,826,0.045,,1911,Suicide Squeeze IPA,American IPA,206,16.0,4.83664390193913
827,827,0.065,,1803,Java the Hop,American IPA,206,16.0,2.1021274303003086
828,828,0.062,,1566,Next Adventure Black IPA,American Black Ale,206,16.0,0.7685833881153081
829,829,0.067,,1515,3-Way IPA (2013),American IPA,206,16.0,1.052016025303431
830,830,0.0579999999999999,,1214,Tender Loving Empire NWPA,American Pale Ale (APA),206,16.0,0.6708465933824259
831,831,0.052,,674,Quick Wit Belgianesque Ale,Witbier,206,16.0,2.5886679140567552
832,832,0.055,,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16.0,0.2809371837802149
833,833,0.088,,552,Cavatica Stout,American Double / Imperial Stout,206,16.0,4.041050033687378
834,834,0.051,,319,1811 Lager,American Amber / Red Lager,206,16.0,4.814986116625585
835,835,0.074,97.0,318,Vortex IPA,American IPA,206,16.0,4.557697360793313
836,836,,,2322,Fort Pitt Ale,American Amber / Red Ale,151,12.0,4.486294168492051
837,837,0.047,19.0,2661,Park,American Pale Wheat Ale,4,12.0,4.286197781430546
838,838,0.0559999999999999,16.0,2660,Westfalia,American Amber / Red Ale,4,12.0,2.6305511830221064
839,839,0.046,17.0,2659,KSA,Kölsch,4,12.0,3.597546540697837
840,840,0.063,42.0,2658,Villager,American IPA,4,12.0,2.117577678438211
841,841,0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0,0.33756424430111565
842,842,0.072,65.0,1565,Centennial IPA,American IPA,15,12.0,3.959543590887093
843,843,0.047,42.0,1223,All Day IPA,American IPA,15,12.0,3.3793250990830677
844,844,0.076,73.0,1874,El Chingon IPA,American IPA,287,12.0,2.6651943625028345
845,845,0.057,40.0,1873,Block Party Robust Porter,American Porter,287,12.0,4.056428856829221
846,846,0.052,20.0,1872,Local Buzz,American Blonde Ale,287,12.0,2.058311577170115
847,847,0.055,,2613,Feel Like Maplin' Love,Oatmeal Stout,22,16.0,1.4356895949585318
848,848,0.05,,2612,Father's Beer,Belgian Pale Ale,22,16.0,0.23769067150013534
849,849,0.06,,2611,The 26th,American IPA,22,16.0,2.2985290882353517
850,850,0.064,90.0,2610,The Gadget,American IPA,22,16.0,0.8751861057758287
851,851,0.04,,1657,Leprechaun Lager,American Pale Lager,348,12.0,3.0148996915594224
852,852,0.052,17.0,2309,Sunbru Kölsch,Kölsch,160,12.0,1.1137243511314576
853,853,0.06,21.0,1635,Kilt Lifter Scottish-Style Ale,,160,12.0,1.1816280101641685
854,854,0.051,,1616,Pumpkin Porter,American Porter,160,12.0,4.153966678272557
855,855,0.042,9.0,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.0,2.9402085197257115
856,856,0.067,47.0,358,Hop Knot IPA,American IPA,160,12.0,2.8263950031686127
857,857,0.06,21.0,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.0,3.2180512170933486
858,858,0.052,,178,Sunbru Kölsch,Kölsch,160,12.0,3.582428451443122
859,859,0.06,,2428,Four String Vanilla Porter,American Porter,105,12.0,0.525665711596287
860,860,0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0,4.647246123130164
861,861,0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0,3.497639252756885
862,862,0.07,70.0,2424,Big Star White IPA,American White IPA,105,12.0,3.0144768054684725
863,863,0.0559999999999999,,1998,Old Detroit,American Amber / Red Ale,253,12.0,0.6033227835464766
864,864,0.069,69.0,1556,Batch 69 IPA,American IPA,253,12.0,3.1749779311181605
865,865,0.055,18.0,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12.0,0.29421700933487727
866,866,0.053,27.0,2527,OktoberFiesta,,66,12.0,2.053147411279483
867,867,0.065,33.0,2526,Texicali ,American Brown Ale,66,12.0,4.560356501243008
868,868,0.06,,2525,Pinata Protest,Witbier,66,12.0,3.013741234210656
869,869,0.042,20.0,2524,Bat Outta Helles,Munich Helles Lager,66,12.0,0.986132810633224
870,870,0.068,,2523,Original,American Amber / Red Ale,66,12.0,0.11799036175422994
871,871,0.042,10.0,2522,Rye Wit,Witbier,66,12.0,0.24981235515417588
872,872,0.059,70.0,2521,Soul Doubt,American IPA,66,12.0,3.3366550550947243
873,873,0.044,5.0,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12.0,0.40909987499024414
874,874,0.04,,1174,77 Fremont Select Spring Session IPA,American IPA,460,12.0,3.6519906837382847
875,875,0.045,,1116,Fremont Organic Pale Ale,American Pale Ale (APA),460,12.0,2.5322686779544537
876,876,0.08,,994,Abominable Ale,English Strong Ale,460,12.0,4.857855570642821
877,877,0.065,35.0,901,Harvest Ale,Saison / Farmhouse Ale,460,12.0,3.355949836670477
878,878,0.065,45.0,875,Fremont Summer Ale,American Pale Ale (APA),460,12.0,1.8914499125467044
879,879,0.0559999999999999,30.0,858,Universale Pale Ale,American Pale Ale (APA),460,12.0,4.62886527054449
880,880,0.065,80.0,857,Interurban IPA,American IPA,460,12.0,2.4971750587460875
881,881,0.053,32.0,1300,Gateway Kolsch Style Ale,Kölsch,433,12.0,4.425520606978925
882,882,0.07,24.0,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12.0,4.020735831172287
883,883,0.052,42.0,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12.0,3.6669034860885126
